exchange,symbol,company_name,year,quarter,conference_date,date,has_transcript
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2025,1,2025-05-06 17:00:00,2025-05-06,YES
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2024,4,2025-02-04 17:00:00,2025-02-04,YES
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2024,3,2024-10-29 17:00:00,2024-10-29,YES
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2024,2,2024-07-30 17:00:00,2024-07-30,YES
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2024,1,2024-04-30 17:00:00,2024-04-30,YES
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2023,4,2024-01-30 17:00:00,2024-01-30,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2023,3,2023-10-31 17:00:00,2023-10-31,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2023,2,2023-08-01 17:00:00,2023-08-01,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2023,1,2023-05-02 17:00:00,2023-05-02,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2022,4,2023-01-31 17:00:00,2023-01-31,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2022,3,2022-11-01 14:00:00,2022-11-01,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2022,2,2022-08-02 17:00:00,2022-08-02,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2022,1,2022-05-03 17:00:00,2022-05-03,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2021,4,2022-02-01 17:00:00,2022-02-01,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2021,3,2021-10-26 17:00:00,2021-10-26,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2021,2,2021-07-27 17:00:00,2021-07-27,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2021,1,2021-04-27 17:00:00,2021-04-27,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2020,4,2021-01-26 17:00:00,2021-01-26,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2020,3,2020-10-27 08:00:00,2020-10-27,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2020,2,2020-07-28 17:00:00,2020-07-28,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2020,1,2020-04-28 17:30:00,2020-04-28,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2019,4,2020-01-28 17:30:00,2020-01-28,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2019,3,2019-10-29 17:30:00,2019-10-29,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2019,2,2019-07-30 17:30:00,2019-07-30,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2019,1,2019-04-30 17:00:00,2019-04-30,NO
NASDAQ,AMD,"Advanced Micro Devices, Inc.",2018,4,2018-01-29 17:30:00,2018-01-29,NO
NYSE,PM,Philip Morris International Inc,2025,2,2025-07-22 09:00:00,2025-07-22,YES
NYSE,PM,Philip Morris International Inc,2025,1,2025-04-23 09:00:00,2025-04-23,YES
NYSE,PM,Philip Morris International Inc,2024,4,2025-02-06 09:00:00,2025-02-06,YES
NYSE,PM,Philip Morris International Inc,2024,3,2024-10-22 09:00:00,2024-10-22,YES
NYSE,PM,Philip Morris International Inc,2024,2,2024-07-23 09:00:00,2024-07-23,YES
NYSE,PM,Philip Morris International Inc,2024,1,2024-04-23 09:00:00,2024-04-23,YES
NYSE,PM,Philip Morris International Inc,2023,4,2024-02-08 09:00:00,2024-02-08,NO
NYSE,PM,Philip Morris International Inc,2023,3,2023-10-19 09:00:00,2023-10-19,NO
NYSE,PM,Philip Morris International Inc,2023,2,2023-07-20 09:00:00,2023-07-20,NO
NYSE,PM,Philip Morris International Inc,2023,1,2023-04-20 09:00:00,2023-04-20,NO
NYSE,PM,Philip Morris International Inc,2022,4,2023-02-09 09:00:00,2023-02-09,NO
NYSE,PM,Philip Morris International Inc,2022,3,2022-10-20 09:00:00,2022-10-20,NO
NYSE,PM,Philip Morris International Inc,2022,2,2022-07-21 07:00:00,2022-07-21,NO
NYSE,PM,Philip Morris International Inc,2022,1,2022-04-21 09:00:00,2022-04-21,NO
NYSE,PM,Philip Morris International Inc,2021,4,2022-02-10 09:00:00,2022-02-10,NO
NYSE,PM,Philip Morris International Inc,2021,3,2021-10-19 08:30:00,2021-10-19,NO
NYSE,PM,Philip Morris International Inc,2021,2,2021-07-20 08:30:00,2021-07-20,NO
NYSE,PM,Philip Morris International Inc,2021,1,2021-04-20 08:30:00,2021-04-20,NO
NYSE,PM,Philip Morris International Inc,2020,4,2021-02-04 10:30:00,2021-02-04,NO
NYSE,PM,Philip Morris International Inc,2020,3,2020-10-20 10:00:00,2020-10-20,NO
NYSE,PM,Philip Morris International Inc,2020,2,2020-07-21 09:00:00,2020-07-21,NO
NYSE,PM,Philip Morris International Inc,2020,1,2020-04-21 09:00:00,2020-04-21,NO
NYSE,PM,Philip Morris International Inc,2019,4,2020-02-06 09:00:00,2020-02-06,NO
NYSE,PM,Philip Morris International Inc,2019,3,2019-10-17 09:00:00,2019-10-17,NO
NYSE,PM,Philip Morris International Inc,2019,2,2019-07-18 09:00:00,2019-07-18,NO
NYSE,PM,Philip Morris International Inc,2019,1,2019-04-18 09:00:00,2019-04-18,NO
NYSE,PM,Philip Morris International Inc,2018,4,2019-02-07 13:00:00,2019-02-07,NO
NYSE,MS,Morgan Stanley,2025,3,2025-10-15 09:30:00,2025-10-15,FUTURE
NYSE,MS,Morgan Stanley,2025,2,2025-07-16 08:30:00,2025-07-16,YES
NYSE,MS,Morgan Stanley,2025,1,2025-04-11 09:30:00,2025-04-11,YES
NYSE,MS,Morgan Stanley,2024,4,2025-01-16 08:00:00,2025-01-16,YES
NYSE,MS,Morgan Stanley,2024,3,2024-10-16 08:30:00,2024-10-16,YES
NYSE,MS,Morgan Stanley,2024,2,2024-07-16 09:30:00,2024-07-16,YES
NYSE,MS,Morgan Stanley,2024,1,2024-04-16 09:30:00,2024-04-16,YES
NYSE,MS,Morgan Stanley,2023,4,2024-01-16 08:30:00,2024-01-16,NO
NYSE,MS,Morgan Stanley,2023,3,2023-10-18 08:30:00,2023-10-18,NO
NYSE,MS,Morgan Stanley,2023,2,2023-07-18 09:30:00,2023-07-18,NO
NYSE,MS,Morgan Stanley,2023,1,2023-04-19 17:00:00,2023-04-19,NO
NYSE,MS,Morgan Stanley,2022,4,2023-01-17 08:30:00,2023-01-17,NO
NYSE,MS,Morgan Stanley,2022,3,2022-10-14 10:30:00,2022-10-14,NO
NYSE,MS,Morgan Stanley,2022,2,2022-07-14 21:30:00,2022-07-14,NO
NYSE,MS,Morgan Stanley,2022,1,2022-04-14 08:00:00,2022-04-14,NO
NYSE,MS,Morgan Stanley,2021,4,2022-01-19 08:30:00,2022-01-19,NO
NYSE,MS,Morgan Stanley,2021,3,2021-10-14 08:30:00,2021-10-14,NO
NYSE,MS,Morgan Stanley,2021,2,2021-07-15 08:30:00,2021-07-15,NO
NYSE,MS,Morgan Stanley,2021,1,2021-04-17 08:30:00,2021-04-17,NO
NYSE,MS,Morgan Stanley,2020,4,2021-01-20 08:30:00,2021-01-20,NO
NYSE,MS,Morgan Stanley,2020,3,2020-10-15 07:30:00,2020-10-15,NO
NYSE,MS,Morgan Stanley,2020,2,2020-07-16 08:00:00,2020-07-16,NO
NYSE,MS,Morgan Stanley,2020,1,2020-04-16 08:00:00,2020-04-16,NO
NYSE,MS,Morgan Stanley,2019,4,2020-01-16 08:30:00,2020-01-16,NO
NYSE,MS,Morgan Stanley,2019,3,2019-10-17 08:00:00,2019-10-17,NO
NYSE,MS,Morgan Stanley,2019,2,2019-07-18 08:30:00,2019-07-18,NO
NYSE,MS,Morgan Stanley,2019,1,2019-04-17 08:30:00,2019-04-17,NO
NYSE,MS,Morgan Stanley,2018,4,2019-01-17 08:00:00,2019-01-17,NO
NASDAQ,APP,Applovin Corporation,2025,2,2025-08-06 17:00:00,2025-08-06,YES
NASDAQ,APP,Applovin Corporation,2025,1,2025-05-07 17:00:00,2025-05-07,YES
NASDAQ,APP,Applovin Corporation,2024,4,2025-02-12 17:00:00,2025-02-12,YES
NASDAQ,APP,Applovin Corporation,2024,3,2024-11-06 17:00:00,2024-11-06,YES
NASDAQ,APP,Applovin Corporation,2024,2,2024-08-07 17:00:00,2024-08-07,YES
NASDAQ,APP,Applovin Corporation,2024,1,2024-05-08 17:00:00,2024-05-08,YES
NASDAQ,APP,Applovin Corporation,2023,4,2024-02-14 17:00:00,2024-02-14,NO
NASDAQ,APP,Applovin Corporation,2023,3,2023-11-08 17:00:00,2023-11-08,NO
NASDAQ,APP,Applovin Corporation,2023,2,2023-08-09 17:00:00,2023-08-09,NO
NASDAQ,APP,Applovin Corporation,2023,1,2023-05-10 17:00:00,2023-05-10,NO
NASDAQ,APP,Applovin Corporation,2022,4,2023-02-08 14:00:00,2023-02-08,NO
NASDAQ,APP,Applovin Corporation,2022,1,2022-05-11 14:00:00,2022-05-11,NO
NASDAQ,APP,Applovin Corporation,2021,4,2022-02-16 17:00:00,2022-02-16,NO
NASDAQ,APP,Applovin Corporation,2021,3,2021-11-10 17:00:00,2021-11-10,NO
NASDAQ,APP,Applovin Corporation,2021,2,2021-08-11 17:00:00,2021-08-11,NO
NASDAQ,APP,Applovin Corporation,2021,1,2021-05-12 17:00:00,2021-05-12,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2025,3,2025-10-14 09:30:00,2025-10-14,FUTURE
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2025,2,2025-07-16 09:30:00,2025-07-16,YES
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2025,1,2025-04-14 09:30:00,2025-04-14,YES
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2024,4,2025-01-15 09:30:00,2025-01-15,YES
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2024,3,2024-10-15 09:30:00,2024-10-15,YES
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2024,2,2024-07-15 09:30:00,2024-07-15,YES
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2024,1,2024-04-15 09:30:00,2024-04-15,YES
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2023,4,2024-01-16 09:30:00,2024-01-16,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2023,3,2023-10-17 09:30:00,2023-10-17,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2023,2,2023-07-19 09:30:00,2023-07-19,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2023,1,2023-04-19 17:00:00,2023-04-19,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2022,4,2023-01-17 09:30:00,2023-01-17,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2022,3,2022-10-18 09:30:00,2022-10-18,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2022,2,2022-08-05 09:30:00,2022-08-05,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2022,1,2022-05-06 09:30:00,2022-05-06,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2021,4,2022-02-25 09:30:00,2022-02-25,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2021,3,2021-11-06 09:30:00,2021-11-06,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2021,2,2021-07-13 09:30:00,2021-07-13,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2021,1,2021-04-14 09:30:00,2021-04-14,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2020,4,2021-01-19 09:30:00,2021-01-19,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2020,3,2020-11-06 09:30:00,2020-11-06,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2020,2,2020-07-15 09:30:00,2020-07-15,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2020,1,2020-04-15 09:30:00,2020-04-15,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2019,4,2020-01-15 09:30:00,2020-01-15,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2019,3,2019-10-15 11:00:00,2019-10-15,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2019,2,2019-07-16 09:30:00,2019-07-16,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2019,1,2019-04-15 09:30:00,2019-04-15,NO
NYSE,GS,"Goldman Sachs Group, Inc. (The)",2018,4,2019-01-16 09:30:00,2019-01-16,NO
NYSE,ABT,Abbott Laboratories,2025,3,2025-10-15 08:00:00,2025-10-15,FUTURE
NYSE,ABT,Abbott Laboratories,2025,2,2025-07-17 09:00:00,2025-07-17,YES
NYSE,ABT,Abbott Laboratories,2025,1,2025-04-16 09:00:00,2025-04-16,YES
NYSE,ABT,Abbott Laboratories,2024,4,2025-01-22 09:30:00,2025-01-22,YES
NYSE,ABT,Abbott Laboratories,2024,3,2024-10-16 09:00:00,2024-10-16,YES
NYSE,ABT,Abbott Laboratories,2024,2,2024-07-18 09:00:00,2024-07-18,YES
NYSE,ABT,Abbott Laboratories,2024,1,2024-04-17 09:00:00,2024-04-17,YES
NYSE,ABT,Abbott Laboratories,2023,4,2024-01-24 09:00:00,2024-01-24,NO
NYSE,ABT,Abbott Laboratories,2023,3,2023-10-18 09:00:00,2023-10-18,NO
NYSE,ABT,Abbott Laboratories,2023,2,2023-07-20 09:30:00,2023-07-20,NO
NYSE,ABT,Abbott Laboratories,2023,1,2023-04-19 09:00:00,2023-04-19,NO
NYSE,ABT,Abbott Laboratories,2022,4,2023-01-25 09:00:00,2023-01-25,NO
NYSE,ABT,Abbott Laboratories,2022,3,2022-10-19 09:00:00,2022-10-19,NO
NYSE,ABT,Abbott Laboratories,2022,2,2022-07-20 09:00:00,2022-07-20,NO
NYSE,ABT,Abbott Laboratories,2022,1,2022-04-20 09:00:00,2022-04-20,NO
NYSE,ABT,Abbott Laboratories,2021,4,2022-01-26 09:00:00,2022-01-26,NO
NYSE,ABT,Abbott Laboratories,2021,3,2021-10-20 09:00:00,2021-10-20,NO
NYSE,ABT,Abbott Laboratories,2021,2,2021-07-22 09:00:00,2021-07-22,NO
NYSE,ABT,Abbott Laboratories,2021,1,2021-02-09 08:30:00,2021-02-09,NO
NYSE,ABT,Abbott Laboratories,2020,4,2021-01-27 08:00:00,2021-01-27,NO
NYSE,ABT,Abbott Laboratories,2020,3,2020-10-21 08:00:00,2020-10-21,NO
NYSE,ABT,Abbott Laboratories,2020,2,2020-07-16 09:30:00,2020-07-16,NO
NYSE,ABT,Abbott Laboratories,2020,1,2020-04-16 09:00:00,2020-04-16,NO
NYSE,ABT,Abbott Laboratories,2019,4,2020-01-22 09:30:00,2020-01-22,NO
NYSE,ABT,Abbott Laboratories,2019,3,2019-10-16 09:00:00,2019-10-16,NO
NYSE,ABT,Abbott Laboratories,2019,2,2019-07-17 09:00:00,2019-07-17,NO
NYSE,ABT,Abbott Laboratories,2019,1,2019-04-17 09:00:00,2019-04-17,NO
NYSE,ABT,Abbott Laboratories,2018,4,2019-01-23 09:00:00,2019-01-23,NO
NYSE,AXP,American Express Company,2025,3,2025-10-17 08:30:00,2025-10-17,FUTURE
NYSE,AXP,American Express Company,2025,2,2025-07-18 08:30:00,2025-07-18,YES
NYSE,AXP,American Express Company,2025,1,2025-04-17 08:30:00,2025-04-17,YES
NYSE,AXP,American Express Company,2024,4,2025-01-24 08:30:00,2025-01-24,YES
NYSE,AXP,American Express Company,2024,3,2024-10-18 08:30:00,2024-10-18,YES
NYSE,AXP,American Express Company,2024,2,2024-07-19 08:30:00,2024-07-19,YES
NYSE,AXP,American Express Company,2024,1,2024-04-19 08:30:00,2024-04-19,YES
NYSE,AXP,American Express Company,2023,4,2024-01-26 08:30:00,2024-01-26,NO
NYSE,AXP,American Express Company,2023,3,2023-10-20 08:30:00,2023-10-20,NO
NYSE,AXP,American Express Company,2023,2,2023-07-21 08:30:00,2023-07-21,NO
NYSE,AXP,American Express Company,2023,1,2023-04-20 08:30:00,2023-04-20,NO
NYSE,AXP,American Express Company,2022,4,2023-01-27 08:30:00,2023-01-27,NO
NYSE,AXP,American Express Company,2022,3,2022-10-21 08:30:00,2022-10-21,NO
NYSE,AXP,American Express Company,2022,2,2022-07-22 08:30:00,2022-07-22,NO
NYSE,AXP,American Express Company,2022,1,2022-04-22 08:30:00,2022-04-22,NO
NYSE,AXP,American Express Company,2021,4,2022-01-25 08:30:00,2022-01-25,NO
NYSE,AXP,American Express Company,2021,3,2021-10-22 08:00:00,2021-10-22,NO
NYSE,AXP,American Express Company,2021,2,2021-07-23 08:30:00,2021-07-23,NO
NYSE,AXP,American Express Company,2021,1,2021-04-23 08:30:00,2021-04-23,NO
NYSE,AXP,American Express Company,2020,4,2021-01-26 08:30:00,2021-01-26,NO
NYSE,AXP,American Express Company,2020,3,2020-10-23 08:30:00,2020-10-23,NO
NYSE,AXP,American Express Company,2020,2,2020-07-24 08:30:00,2020-07-24,NO
NYSE,AXP,American Express Company,2020,1,2020-04-24 08:30:00,2020-04-24,NO
NYSE,AXP,American Express Company,2019,4,2020-01-24 08:30:00,2020-01-24,NO
NYSE,AXP,American Express Company,2019,3,2019-10-18 08:30:00,2019-10-18,NO
NYSE,AXP,American Express Company,2019,2,2019-07-19 08:30:00,2019-07-19,NO
NYSE,AXP,American Express Company,2019,1,2019-04-18 17:00:00,2019-04-18,NO
NYSE,AXP,American Express Company,2018,4,2019-01-17 17:00:00,2019-01-17,NO
NYSE,CRM,"Salesforce, Inc.",2026,2,2025-09-03 14:00:00,2025-09-03,YES
NYSE,CRM,"Salesforce, Inc.",2026,1,2025-05-28 17:00:00,2025-05-28,YES
NYSE,CRM,"Salesforce, Inc.",2025,4,2025-02-26 17:00:00,2025-02-26,YES
NYSE,CRM,"Salesforce, Inc.",2025,3,2024-12-03 17:00:00,2024-12-03,YES
NYSE,CRM,"Salesforce, Inc.",2025,2,2024-08-28 17:00:00,2024-08-28,YES
NYSE,CRM,"Salesforce, Inc.",2025,1,2024-05-29 17:00:00,2024-05-29,YES
NYSE,CRM,"Salesforce, Inc.",2024,4,2024-02-28 17:00:00,2024-02-28,YES
NYSE,CRM,"Salesforce, Inc.",2024,3,2023-11-30 17:00:00,2023-11-30,YES
NYSE,CRM,"Salesforce, Inc.",2024,2,2023-08-30 17:00:00,2023-08-30,YES
NYSE,CRM,"Salesforce, Inc.",2024,1,2023-05-31 17:00:00,2023-05-31,YES
NYSE,CRM,"Salesforce, Inc.",2023,4,2023-03-01 17:00:00,2023-03-01,NO
NYSE,CRM,"Salesforce, Inc.",2023,3,2022-11-30 17:00:00,2022-11-30,NO
NYSE,CRM,"Salesforce, Inc.",2023,2,2022-08-24 17:00:00,2022-08-24,NO
NYSE,CRM,"Salesforce, Inc.",2023,1,2022-05-31 14:00:00,2022-05-31,NO
NYSE,CRM,"Salesforce, Inc.",2022,4,2022-03-01 17:00:00,2022-03-01,NO
NYSE,CRM,"Salesforce, Inc.",2022,3,2021-11-30 17:00:00,2021-11-30,NO
NYSE,CRM,"Salesforce, Inc.",2022,2,2021-08-25 17:00:00,2021-08-25,NO
NYSE,CRM,"Salesforce, Inc.",2022,1,2021-05-27 17:00:00,2021-05-27,NO
NYSE,CRM,"Salesforce, Inc.",2021,4,2021-02-25 17:00:00,2021-02-25,NO
NYSE,CRM,"Salesforce, Inc.",2021,3,2020-12-01 17:00:00,2020-12-01,NO
NYSE,CRM,"Salesforce, Inc.",2021,2,2020-08-25 17:00:00,2020-08-25,NO
NYSE,CRM,"Salesforce, Inc.",2021,1,2020-05-28 17:00:00,2020-05-28,NO
NYSE,CRM,"Salesforce, Inc.",2020,4,2020-02-25 17:00:00,2020-02-25,NO
NYSE,CRM,"Salesforce, Inc.",2020,3,2019-12-03 17:00:00,2019-12-03,NO
NYSE,CRM,"Salesforce, Inc.",2020,2,2019-08-22 17:00:00,2019-08-22,NO
NYSE,CRM,"Salesforce, Inc.",2020,1,2019-06-04 17:00:00,2019-06-04,NO
NYSE,CRM,"Salesforce, Inc.",2019,4,2019-03-04 17:00:00,2019-03-04,NO
NYSE,LIN,Linde plc,2025,2,2025-08-01 09:00:00,2025-08-01,YES
NYSE,LIN,Linde plc,2025,1,2025-05-01 09:00:00,2025-05-01,YES
NYSE,LIN,Linde plc,2024,4,2025-02-06 10:30:00,2025-02-06,YES
NYSE,LIN,Linde plc,2024,3,2024-10-31 09:00:00,2024-10-31,YES
NYSE,LIN,Linde plc,2024,2,2024-08-02 09:00:00,2024-08-02,YES
NYSE,LIN,Linde plc,2024,1,2024-05-02 10:30:00,2024-05-02,YES
NYSE,LIN,Linde plc,2023,4,2024-02-06 09:00:00,2024-02-06,NO
NYSE,LIN,Linde plc,2023,3,2023-10-26 09:00:00,2023-10-26,NO
NYSE,LIN,Linde plc,2023,2,2023-07-27 09:00:00,2023-07-27,NO
NYSE,LIN,Linde plc,2023,1,2023-04-27 09:00:00,2023-04-27,NO
NYSE,LIN,Linde plc,2022,4,2023-02-07 09:00:00,2023-02-07,NO
NYSE,LIN,Linde plc,2022,3,2022-10-27 09:00:00,2022-10-27,NO
NYSE,LIN,Linde plc,2022,2,2022-07-28 09:00:00,2022-07-28,NO
NYSE,LIN,Linde plc,2022,1,2022-04-28 09:00:00,2022-04-28,NO
NYSE,LIN,Linde plc,2021,4,2022-02-10 10:00:00,2022-02-10,NO
NYSE,LIN,Linde plc,2021,3,2021-10-28 10:00:00,2021-10-28,NO
NYSE,LIN,Linde plc,2021,2,2021-07-30 09:00:00,2021-07-30,NO
NYSE,LIN,Linde plc,2021,1,2021-05-06 10:00:00,2021-05-06,NO
NYSE,LIN,Linde plc,2020,4,2021-02-05 10:00:00,2021-02-05,NO
NYSE,LIN,Linde plc,2020,3,2020-11-05 10:00:00,2020-11-05,NO
NYSE,LIN,Linde plc,2020,2,2020-07-30 10:00:00,2020-07-30,NO
NYSE,LIN,Linde plc,2020,1,2020-05-07 10:00:00,2020-05-07,NO
NYSE,LIN,Linde plc,2019,4,2020-02-13 07:00:00,2020-02-13,NO
NYSE,LIN,Linde plc,2019,3,2019-11-12 09:00:00,2019-11-12,NO
NYSE,LIN,Linde plc,2019,2,2019-08-05 09:00:00,2019-08-05,NO
NYSE,LIN,Linde plc,2019,1,2019-05-10 08:00:00,2019-05-10,NO
NYSE,RTX,RTX Corporation,2025,3,2025-10-21 08:30:00,2025-10-21,FUTURE
NYSE,RTX,RTX Corporation,2025,2,2025-07-22 08:30:00,2025-07-22,YES
NYSE,RTX,RTX Corporation,2025,1,2025-04-22 08:30:00,2025-04-22,YES
NYSE,RTX,RTX Corporation,2024,4,2025-01-28 08:30:00,2025-01-28,YES
NYSE,RTX,RTX Corporation,2024,3,2024-10-22 08:30:00,2024-10-22,YES
NYSE,RTX,RTX Corporation,2024,2,2024-07-25 08:00:00,2024-07-25,YES
NYSE,RTX,RTX Corporation,2024,1,2024-04-23 08:30:00,2024-04-23,YES
NYSE,RTX,RTX Corporation,2023,4,2024-01-23 08:30:00,2024-01-23,NO
NYSE,RTX,RTX Corporation,2023,3,2023-10-24 08:30:00,2023-10-24,NO
NYSE,RTX,RTX Corporation,2023,2,2023-07-25 08:30:00,2023-07-25,NO
NYSE,RTX,RTX Corporation,2023,1,2023-04-25 08:30:00,2023-04-25,NO
NYSE,RTX,RTX Corporation,2022,4,2023-01-24 08:30:00,2023-01-24,NO
NYSE,RTX,RTX Corporation,2022,3,2022-10-25 08:30:00,2022-10-25,NO
NYSE,RTX,RTX Corporation,2022,2,2022-07-26 08:30:00,2022-07-26,NO
NYSE,RTX,RTX Corporation,2022,1,2022-04-26 08:30:00,2022-04-26,NO
NYSE,RTX,RTX Corporation,2021,4,2022-01-25 08:30:00,2022-01-25,NO
NYSE,RTX,RTX Corporation,2021,3,2021-10-26 08:30:00,2021-10-26,NO
NYSE,RTX,RTX Corporation,2021,2,2021-07-27 08:30:00,2021-07-27,NO
NYSE,RTX,RTX Corporation,2021,1,2021-04-27 08:30:00,2021-04-27,NO
NYSE,RTX,RTX Corporation,2020,4,2021-01-26 08:30:00,2021-01-26,NO
NYSE,RTX,RTX Corporation,2020,3,2020-10-27 08:30:00,2020-10-27,NO
NYSE,RTX,RTX Corporation,2020,2,2020-07-28 08:30:00,2020-07-28,NO
NYSE,RTX,RTX Corporation,2020,1,2020-05-07 08:30:00,2020-05-07,NO
NYSE,RTX,RTX Corporation,2019,4,2020-01-30 09:00:00,2020-01-30,NO
NYSE,RTX,RTX Corporation,2019,3,2019-10-24 08:30:00,2019-10-24,NO
NYSE,RTX,RTX Corporation,2019,2,2019-07-25 09:00:00,2019-07-25,NO
NYSE,RTX,RTX Corporation,2019,1,2019-04-25 09:00:00,2019-04-25,NO
NYSE,RTX,RTX Corporation,2018,4,2025-01-31 09:00:00,2025-01-31,NO
NYSE,CAT,"Caterpillar, Inc.",2025,2,2025-08-05 08:30:00,2025-08-05,YES
NYSE,CAT,"Caterpillar, Inc.",2025,1,2025-04-30 08:30:00,2025-04-30,YES
NYSE,CAT,"Caterpillar, Inc.",2024,4,2025-01-30 08:30:00,2025-01-30,YES
NYSE,CAT,"Caterpillar, Inc.",2024,3,2024-10-30 08:30:00,2024-10-30,YES
NYSE,CAT,"Caterpillar, Inc.",2024,2,2024-08-06 08:30:00,2024-08-06,YES
NYSE,CAT,"Caterpillar, Inc.",2024,1,2024-04-25 08:30:00,2024-04-25,YES
NYSE,CAT,"Caterpillar, Inc.",2023,4,2024-02-05 08:30:00,2024-02-05,NO
NYSE,CAT,"Caterpillar, Inc.",2023,3,2023-10-31 07:30:00,2023-10-31,NO
NYSE,CAT,"Caterpillar, Inc.",2023,2,2023-08-01 08:30:00,2023-08-01,NO
NYSE,CAT,"Caterpillar, Inc.",2023,1,2023-04-27 08:30:00,2023-04-27,NO
NYSE,CAT,"Caterpillar, Inc.",2022,4,2023-01-31 08:30:00,2023-01-31,NO
NYSE,CAT,"Caterpillar, Inc.",2022,3,2022-10-27 07:30:00,2022-10-27,NO
NYSE,CAT,"Caterpillar, Inc.",2022,2,2022-08-02 07:30:00,2022-08-02,NO
NYSE,CAT,"Caterpillar, Inc.",2022,1,2022-04-28 07:30:00,2022-04-28,NO
NYSE,CAT,"Caterpillar, Inc.",2021,4,2022-01-28 07:30:00,2022-01-28,NO
NYSE,CAT,"Caterpillar, Inc.",2021,3,2021-10-28 07:30:00,2021-10-28,NO
NYSE,CAT,"Caterpillar, Inc.",2021,2,2021-07-30 07:30:00,2021-07-30,NO
NYSE,CAT,"Caterpillar, Inc.",2021,1,2021-04-29 07:30:00,2021-04-29,NO
NYSE,CAT,"Caterpillar, Inc.",2020,4,2021-01-29 07:30:00,2021-01-29,NO
NYSE,CAT,"Caterpillar, Inc.",2020,3,2020-10-27 08:30:00,2020-10-27,NO
NYSE,CAT,"Caterpillar, Inc.",2020,2,2020-07-31 08:30:00,2020-07-31,NO
NYSE,CAT,"Caterpillar, Inc.",2020,1,2020-04-28 08:30:00,2020-04-28,NO
NYSE,CAT,"Caterpillar, Inc.",2019,4,2020-01-31 08:30:00,2020-01-31,NO
NYSE,CAT,"Caterpillar, Inc.",2019,3,2019-10-23 08:30:00,2019-10-23,NO
NYSE,CAT,"Caterpillar, Inc.",2019,2,2019-07-24 11:00:00,2019-07-24,NO
NYSE,CAT,"Caterpillar, Inc.",2019,1,2019-04-24 11:00:00,2019-04-24,NO
NYSE,CAT,"Caterpillar, Inc.",2018,4,2019-01-28 11:00:00,2019-01-28,NO
NYSE,MCD,McDonald's Corporation,2025,2,2025-08-06 08:30:00,2025-08-06,YES
