exchange,symbol,company_name,year,quarter,conference_date,date,has_transcript
NYSE,IR,Ingersoll Rand Inc.,2021,4,2022-02-24 08:00:00,2022-02-24,NO
NYSE,IR,Ingersoll Rand Inc.,2021,3,2021-11-04 08:00:00,2021-11-04,NO
NYSE,IR,Ingersoll Rand Inc.,2021,2,2021-07-29 09:00:00,2021-07-29,NO
NYSE,IR,Ingersoll Rand Inc.,2021,1,2021-04-29 08:00:00,2021-04-29,NO
NYSE,IR,Ingersoll Rand Inc.,2020,4,2021-02-23 08:00:00,2021-02-23,NO
NYSE,IR,Ingersoll Rand Inc.,2020,3,2020-11-03 10:00:00,2020-11-03,NO
NYSE,IR,Ingersoll Rand Inc.,2020,2,2020-08-03 22:00:00,2020-08-03,NO
NYSE,IR,Ingersoll Rand Inc.,2020,1,2020-05-12 10:00:00,2020-05-12,NO
NYSE,IR,Ingersoll Rand Inc.,2019,4,2020-01-29 10:00:00,2020-01-29,NO
NYSE,IR,Ingersoll Rand Inc.,2019,3,2019-10-29 10:00:00,2019-10-29,NO
NYSE,IR,Ingersoll Rand Inc.,2019,2,2019-07-30 10:00:00,2019-07-30,NO
NYSE,IR,Ingersoll Rand Inc.,2019,1,2019-05-03 10:00:00,2019-05-03,NO
NYSE,IR,Ingersoll Rand Inc.,2018,4,2019-01-30 10:00:00,2019-01-30,NO
NYSE,DD,"DuPont de Nemours, Inc.",2025,2,2025-08-05 08:00:00,2025-08-05,YES
NYSE,DD,"DuPont de Nemours, Inc.",2025,1,2025-05-02 08:00:00,2025-05-02,YES
NYSE,DD,"DuPont de Nemours, Inc.",2024,4,2025-02-11 08:00:00,2025-02-11,YES
NYSE,DD,"DuPont de Nemours, Inc.",2024,3,2024-11-05 08:00:00,2024-11-05,YES
NYSE,DD,"DuPont de Nemours, Inc.",2024,2,2024-07-31 08:00:00,2024-07-31,YES
NYSE,DD,"DuPont de Nemours, Inc.",2024,1,2024-05-01 08:00:00,2024-05-01,YES
NYSE,DD,"DuPont de Nemours, Inc.",2023,4,2024-02-06 08:00:00,2024-02-06,NO
NYSE,DD,"DuPont de Nemours, Inc.",2023,3,2023-11-01 08:00:00,2023-11-01,NO
NYSE,DD,"DuPont de Nemours, Inc.",2023,2,2023-08-02 08:00:00,2023-08-02,NO
NYSE,DD,"DuPont de Nemours, Inc.",2023,1,2023-05-02 08:00:00,2023-05-02,NO
NYSE,DD,"DuPont de Nemours, Inc.",2022,4,2023-02-07 08:00:00,2023-02-07,NO
NYSE,DD,"DuPont de Nemours, Inc.",2022,3,2022-11-08 08:00:00,2022-11-08,NO
NYSE,DD,"DuPont de Nemours, Inc.",2022,2,2022-08-02 08:00:00,2022-08-02,NO
NYSE,DD,"DuPont de Nemours, Inc.",2022,1,2022-05-03 08:00:00,2022-05-03,NO
NYSE,DD,"DuPont de Nemours, Inc.",2021,4,2022-02-08 08:00:00,2022-02-08,NO
NYSE,DD,"DuPont de Nemours, Inc.",2021,3,2021-11-02 08:00:00,2021-11-02,NO
NYSE,DD,"DuPont de Nemours, Inc.",2021,2,2021-08-03 08:00:00,2021-08-03,NO
NYSE,DD,"DuPont de Nemours, Inc.",2021,1,2021-05-04 08:00:00,2021-05-04,NO
NYSE,DD,"DuPont de Nemours, Inc.",2020,4,2021-02-09 08:00:00,2021-02-09,NO
NYSE,DD,"DuPont de Nemours, Inc.",2020,3,2020-10-29 08:00:00,2020-10-29,NO
NYSE,DD,"DuPont de Nemours, Inc.",2020,2,2024-07-31 08:00:00,2024-07-31,NO
NYSE,DD,"DuPont de Nemours, Inc.",2020,1,2020-05-05 08:00:00,2020-05-05,NO
NYSE,DD,"DuPont de Nemours, Inc.",2019,4,2020-01-30 08:00:00,2020-01-30,NO
NYSE,DD,"DuPont de Nemours, Inc.",2019,3,2019-10-31 08:00:00,2019-10-31,NO
NYSE,DD,"DuPont de Nemours, Inc.",2019,2,2019-08-01 08:00:00,2019-08-01,NO
NYSE,DD,"DuPont de Nemours, Inc.",2019,1,2019-05-02 08:00:00,2019-05-02,NO
NYSE,DD,"DuPont de Nemours, Inc.",2018,4,2019-01-31 08:00:00,2019-01-31,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2025,2,2025-07-22 09:00:00,2025-07-22,YES
NYSE,IQV,"IQVIA Holdings, Inc.",2025,1,2025-05-06 09:00:00,2025-05-06,YES
NYSE,IQV,"IQVIA Holdings, Inc.",2024,4,2025-02-06 09:00:00,2025-02-06,YES
NYSE,IQV,"IQVIA Holdings, Inc.",2024,3,2024-10-31 09:00:00,2024-10-31,YES
NYSE,IQV,"IQVIA Holdings, Inc.",2024,2,2024-07-22 09:00:00,2024-07-22,YES
NYSE,IQV,"IQVIA Holdings, Inc.",2024,1,2024-05-02 09:00:00,2024-05-02,YES
NYSE,IQV,"IQVIA Holdings, Inc.",2023,4,2024-02-14 09:00:00,2024-02-14,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2023,3,2023-11-01 09:00:00,2023-11-01,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2023,2,2023-08-01 09:00:00,2023-08-01,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2023,1,2023-04-27 09:00:00,2023-04-27,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2022,4,2023-02-10 09:00:00,2023-02-10,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2022,3,2022-10-26 09:00:00,2022-10-26,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2022,2,2022-07-21 09:00:00,2022-07-21,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2022,1,2022-04-27 09:00:00,2022-04-27,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2021,4,2022-02-15 09:00:00,2022-02-15,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2021,3,2021-10-21 09:00:00,2021-10-21,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2021,2,2021-07-27 09:00:00,2021-07-27,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2021,1,2021-04-22 09:00:00,2021-04-22,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2020,4,2021-02-10 09:00:00,2021-02-10,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2020,3,2020-10-20 09:00:00,2020-10-20,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2020,2,2020-07-22 09:00:00,2020-07-22,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2020,1,2020-04-28 09:00:00,2020-04-28,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2019,4,2020-02-12 09:00:00,2020-02-12,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2019,3,2019-10-30 09:00:00,2019-10-30,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2019,2,2019-07-24 09:00:00,2019-07-24,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2019,1,2019-05-01 09:00:00,2019-05-01,NO
NYSE,IQV,"IQVIA Holdings, Inc.",2018,4,2019-02-14 09:00:00,2019-02-14,NO
NYSE,HPE,Hewlett Packard Enterprise Company,2025,3,2025-09-03 17:00:00,2025-09-03,YES
NYSE,HPE,Hewlett Packard Enterprise Company,2025,2,2025-06-03 17:00:00,2025-06-03,YES
NYSE,HPE,Hewlett Packard Enterprise Company,2025,1,2025-03-06 17:00:00,2025-03-06,YES
NYSE,HPE,Hewlett Packard Enterprise Company,2024,4,2024-12-05 17:00:00,2024-12-05,YES
NYSE,HPE,Hewlett Packard Enterprise Company,2024,3,2024-09-04 17:00:00,2024-09-04,YES
NYSE,HPE,Hewlett Packard Enterprise Company,2024,2,2024-06-04 17:00:00,2024-06-04,YES
NYSE,HPE,Hewlett Packard Enterprise Company,2024,1,2024-02-29 17:30:00,2024-02-29,YES
NYSE,HPE,Hewlett Packard Enterprise Company,2023,4,2023-11-28 16:30:00,2023-11-28,NO
NYSE,HPE,Hewlett Packard Enterprise Company,2023,3,2023-08-29 16:30:00,2023-08-29,NO
NYSE,HPE,Hewlett Packard Enterprise Company,2023,2,2023-05-30 18:00:00,2023-05-30,NO
NYSE,HPE,Hewlett Packard Enterprise Company,2023,1,2023-03-02 17:00:00,2023-03-02,NO
NYSE,HPE,Hewlett Packard Enterprise Company,2022,4,2022-11-29 17:00:00,2022-11-29,NO
NYSE,HPE,Hewlett Packard Enterprise Company,2022,3,2022-08-30 17:00:00,2022-08-30,NO
NYSE,HPE,Hewlett Packard Enterprise Company,2022,2,2022-06-01 17:00:00,2022-06-01,NO
NYSE,HPE,Hewlett Packard Enterprise Company,2022,1,2022-03-01 17:00:00,2022-03-01,NO
NYSE,HPE,Hewlett Packard Enterprise Company,2021,4,2021-11-30 16:30:00,2021-11-30,NO
NYSE,HPE,Hewlett Packard Enterprise Company,2021,1,2021-03-02 17:00:00,2021-03-02,NO
NYSE,HPE,Hewlett Packard Enterprise Company,2020,4,2020-12-01 17:00:00,2020-12-01,NO
NYSE,HPE,Hewlett Packard Enterprise Company,2020,3,2020-08-25 17:00:00,2020-08-25,NO
NYSE,HPE,Hewlett Packard Enterprise Company,2020,2,2020-05-21 17:00:00,2020-05-21,NO
NYSE,HPE,Hewlett Packard Enterprise Company,2020,1,2025-03-03 17:00:00,2025-03-03,NO
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2025,4,2025-08-20 08:30:00,2025-08-20,YES
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2025,3,2025-05-01 08:30:00,2025-05-01,YES
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2025,2,2025-02-04 08:30:00,2025-02-04,YES
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2025,1,2024-10-31 09:30:00,2024-10-31,YES
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2024,4,2024-08-19 09:30:00,2024-08-19,YES
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2024,3,2024-05-01 09:30:00,2024-05-01,YES
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2024,2,2024-02-05 09:30:00,2024-02-05,YES
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2024,1,2023-11-01 09:30:00,2023-11-01,YES
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2023,4,2023-08-18 09:30:00,2023-08-18,NO
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2023,3,2023-05-03 09:30:00,2023-05-03,NO
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2023,2,2023-02-02 09:30:00,2023-02-02,NO
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2023,1,2022-11-02 09:30:00,2022-11-02,NO
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2022,4,2022-08-18 08:30:00,2022-08-18,NO
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2022,3,2022-05-03 09:30:00,2022-05-03,NO
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2022,2,2022-02-03 09:30:00,2022-02-03,NO
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2022,1,2021-11-02 09:30:00,2021-11-02,NO
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2021,4,2021-08-19 09:30:00,2021-08-19,NO
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2021,3,2021-05-03 09:30:00,2021-05-03,NO
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2021,2,2021-02-05 09:30:00,2021-02-05,NO
NYSE,EL,"Estee Lauder Companies, Inc. (The)",2021,1,2020-11-02 09:30:00,2020-11-02,NO
NYSE,VTR,"Ventas, Inc.",2025,2,2025-07-31 10:00:00,2025-07-31,YES
NYSE,VTR,"Ventas, Inc.",2025,1,2025-05-01 09:00:00,2025-05-01,YES
NYSE,VTR,"Ventas, Inc.",2024,4,2025-02-13 09:00:00,2025-02-13,YES
NYSE,VTR,"Ventas, Inc.",2024,3,2024-10-31 10:00:00,2024-10-31,YES
NYSE,VTR,"Ventas, Inc.",2024,2,2024-08-02 09:00:00,2024-08-02,YES
NYSE,VTR,"Ventas, Inc.",2024,1,2024-05-02 09:00:00,2024-05-02,YES
NYSE,VTR,"Ventas, Inc.",2023,4,2024-02-15 13:00:00,2024-02-15,NO
NYSE,VTR,"Ventas, Inc.",2023,3,2023-11-03 09:00:00,2023-11-03,NO
NYSE,VTR,"Ventas, Inc.",2023,2,2023-08-04 10:00:00,2023-08-04,NO
NYSE,VTR,"Ventas, Inc.",2023,1,2023-05-09 10:00:00,2023-05-09,NO
NYSE,VTR,"Ventas, Inc.",2022,4,2023-02-10 10:00:00,2023-02-10,NO
NYSE,VTR,"Ventas, Inc.",2022,3,2022-11-04 09:00:00,2022-11-04,NO
NYSE,VTR,"Ventas, Inc.",2022,2,2022-08-04 09:00:00,2022-08-04,NO
NYSE,VTR,"Ventas, Inc.",2022,1,2022-05-06 10:00:00,2022-05-06,NO
NYSE,VTR,"Ventas, Inc.",2021,4,2022-02-18 10:00:00,2022-02-18,NO
NYSE,VTR,"Ventas, Inc.",2021,3,2021-11-05 09:00:00,2021-11-05,NO
NYSE,VTR,"Ventas, Inc.",2021,2,2021-08-06 09:00:00,2021-08-06,NO
NYSE,VTR,"Ventas, Inc.",2021,1,2021-05-07 10:00:00,2021-05-07,NO
NYSE,VTR,"Ventas, Inc.",2020,4,2021-02-18 09:00:00,2021-02-18,NO
NYSE,NRG,"NRG Energy, Inc.",2025,3,2025-11-06 09:00:00,2025-11-06,FUTURE
NYSE,NRG,"NRG Energy, Inc.",2025,2,2025-08-06 09:00:00,2025-08-06,YES
NYSE,NRG,"NRG Energy, Inc.",2025,1,2025-05-12 09:00:00,2025-05-12,YES
NYSE,NRG,"NRG Energy, Inc.",2024,4,2025-02-26 09:00:00,2025-02-26,YES
NYSE,NRG,"NRG Energy, Inc.",2024,3,2024-11-08 08:00:00,2024-11-08,YES
NYSE,NRG,"NRG Energy, Inc.",2024,2,2024-08-08 09:00:00,2024-08-08,YES
NYSE,NRG,"NRG Energy, Inc.",2024,1,2024-05-07 09:00:00,2024-05-07,YES
NYSE,NRG,"NRG Energy, Inc.",2023,4,2024-02-28 09:00:00,2024-02-28,NO
NYSE,NRG,"NRG Energy, Inc.",2023,3,2023-11-02 09:00:00,2023-11-02,NO
NYSE,NRG,"NRG Energy, Inc.",2023,2,2023-08-08 09:00:00,2023-08-08,NO
NYSE,NRG,"NRG Energy, Inc.",2023,1,2023-05-04 09:00:00,2023-05-04,NO
NYSE,NRG,"NRG Energy, Inc.",2022,4,2023-02-16 09:00:00,2023-02-16,NO
NYSE,NRG,"NRG Energy, Inc.",2022,3,2022-11-07 09:00:00,2022-11-07,NO
NYSE,NRG,"NRG Energy, Inc.",2022,2,2022-08-04 09:00:00,2022-08-04,NO
NYSE,NRG,"NRG Energy, Inc.",2022,1,2022-05-06 09:00:00,2022-05-06,NO
NYSE,NRG,"NRG Energy, Inc.",2021,4,2022-02-24 09:00:00,2022-02-24,NO
NYSE,NRG,"NRG Energy, Inc.",2021,3,2021-11-04 09:00:00,2021-11-04,NO
NYSE,NRG,"NRG Energy, Inc.",2021,2,2021-08-05 09:00:00,2021-08-05,NO
NYSE,NRG,"NRG Energy, Inc.",2021,1,2021-05-06 09:00:00,2021-05-06,NO
NYSE,HUM,Humana Inc.,2025,2,2025-07-30 08:00:00,2025-07-30,YES
NYSE,HUM,Humana Inc.,2025,1,2025-04-30 08:00:00,2025-04-30,YES
NYSE,HUM,Humana Inc.,2024,4,2025-02-11 09:00:00,2025-02-11,YES
NYSE,HUM,Humana Inc.,2024,3,2024-10-30 09:00:00,2024-10-30,YES
NYSE,HUM,Humana Inc.,2024,2,2024-07-31 09:00:00,2024-07-31,YES
NYSE,HUM,Humana Inc.,2024,1,2024-04-24 09:00:00,2024-04-24,YES
NYSE,HUM,Humana Inc.,2023,4,2024-02-05 09:00:00,2024-02-05,NO
NYSE,HUM,Humana Inc.,2023,3,2023-11-01 09:00:00,2023-11-01,NO
NYSE,HUM,Humana Inc.,2023,2,2023-08-02 09:00:00,2023-08-02,NO
NYSE,HUM,Humana Inc.,2023,1,2023-04-26 09:00:00,2023-04-26,NO
NYSE,HUM,Humana Inc.,2022,4,2023-02-01 09:00:00,2023-02-01,NO
NYSE,HUM,Humana Inc.,2022,3,2022-11-02 09:00:00,2022-11-02,NO
NYSE,HUM,Humana Inc.,2022,2,2022-07-27 09:00:00,2022-07-27,NO
NYSE,HUM,Humana Inc.,2022,1,2022-04-27 09:00:00,2022-04-27,NO
NYSE,HUM,Humana Inc.,2021,4,2022-02-02 09:00:00,2022-02-02,NO
NYSE,HUM,Humana Inc.,2021,3,2021-11-03 09:00:00,2021-11-03,NO
NYSE,HUM,Humana Inc.,2021,2,2021-07-28 09:00:00,2021-07-28,NO
NYSE,HUM,Humana Inc.,2021,1,2021-04-28 09:00:00,2021-04-28,NO
NYSE,HUM,Humana Inc.,2020,4,2021-02-03 09:00:00,2021-02-03,NO
NYSE,HUM,Humana Inc.,2020,3,2020-11-03 09:00:00,2020-11-03,NO
NYSE,HUM,Humana Inc.,2020,2,2024-08-05 09:00:00,2024-08-05,NO
NYSE,HUM,Humana Inc.,2020,1,2020-04-21 09:00:00,2020-04-21,NO
NYSE,HUM,Humana Inc.,2019,4,2020-02-05 09:00:00,2020-02-05,NO
NYSE,HUM,Humana Inc.,2019,3,2019-11-06 09:00:00,2019-11-06,NO
NYSE,HUM,Humana Inc.,2019,2,2019-07-31 09:00:00,2019-07-31,NO
NYSE,HUM,Humana Inc.,2019,1,2019-05-01 09:00:00,2019-05-01,NO
NYSE,HUM,Humana Inc.,2018,4,2019-02-06 09:00:00,2019-02-06,NO
NYSE,EFX,"Equifax, Inc.",2025,2,2025-07-22 08:30:00,2025-07-22,YES
NYSE,EFX,"Equifax, Inc.",2025,1,2025-04-22 08:30:00,2025-04-22,YES
NYSE,EFX,"Equifax, Inc.",2024,4,2025-02-06 08:30:00,2025-02-06,YES
NYSE,EFX,"Equifax, Inc.",2024,3,2024-10-17 08:30:00,2024-10-17,YES
NYSE,EFX,"Equifax, Inc.",2024,2,2024-07-18 08:30:00,2024-07-18,YES
NYSE,EFX,"Equifax, Inc.",2024,1,2024-04-18 08:30:00,2024-04-18,YES
NYSE,EFX,"Equifax, Inc.",2023,4,2024-02-07 08:30:00,2024-02-07,NO
NYSE,EFX,"Equifax, Inc.",2023,3,2023-10-19 08:30:00,2023-10-19,NO
NYSE,EFX,"Equifax, Inc.",2023,2,2023-07-20 08:30:00,2023-07-20,NO
NYSE,EFX,"Equifax, Inc.",2023,1,2023-04-20 08:30:00,2023-04-20,NO
NYSE,EFX,"Equifax, Inc.",2022,4,2023-02-09 08:30:00,2023-02-09,NO
NYSE,EFX,"Equifax, Inc.",2022,3,2022-10-20 08:30:00,2022-10-20,NO
NYSE,EFX,"Equifax, Inc.",2022,2,2022-07-21 08:30:00,2022-07-21,NO
NYSE,EFX,"Equifax, Inc.",2022,1,2022-04-20 16:30:00,2022-04-20,NO
NYSE,EFX,"Equifax, Inc.",2021,4,2022-02-10 08:30:00,2022-02-10,NO
NYSE,EFX,"Equifax, Inc.",2021,3,2021-10-20 08:30:00,2021-10-20,NO
NYSE,EFX,"Equifax, Inc.",2021,2,2021-07-12 08:30:00,2021-07-12,NO
NYSE,EFX,"Equifax, Inc.",2021,1,2021-04-22 08:30:00,2021-04-22,NO
NYSE,EFX,"Equifax, Inc.",2020,4,2021-02-11 08:30:00,2021-02-11,NO
NYSE,EFX,"Equifax, Inc.",2020,3,2020-10-22 08:30:00,2020-10-22,NO
NYSE,EFX,"Equifax, Inc.",2020,2,2020-07-22 08:30:00,2020-07-22,NO
NYSE,EFX,"Equifax, Inc.",2020,1,2020-04-20 08:30:00,2020-04-20,NO
NYSE,EFX,"Equifax, Inc.",2019,4,2020-02-12 08:30:00,2020-02-12,NO
NYSE,EFX,"Equifax, Inc.",2019,3,2019-10-23 08:30:00,2019-10-23,NO
NYSE,EFX,"Equifax, Inc.",2019,2,2019-07-24 08:30:00,2019-07-24,NO
NYSE,EFX,"Equifax, Inc.",2019,1,2019-05-10 08:30:00,2019-05-10,NO
NYSE,EFX,"Equifax, Inc.",2018,4,2019-02-20 08:30:00,2019-02-20,NO
NYSE,KVUE,Kenvue Inc.,2025,2,2025-08-07 08:30:00,2025-08-07,YES
NYSE,KVUE,Kenvue Inc.,2025,1,2025-05-08 08:00:00,2025-05-08,YES
NYSE,KVUE,Kenvue Inc.,2024,4,2025-02-06 08:00:00,2025-02-06,YES
NYSE,KVUE,Kenvue Inc.,2024,3,2024-11-07 08:00:00,2024-11-07,YES
NYSE,KVUE,Kenvue Inc.,2024,2,2024-08-06 08:30:00,2024-08-06,YES
NYSE,KVUE,Kenvue Inc.,2024,1,2024-05-07 08:30:00,2024-05-07,YES
NYSE,KVUE,Kenvue Inc.,2023,4,2024-02-08 08:30:00,2024-02-08,NO
NYSE,KVUE,Kenvue Inc.,2023,3,2023-10-26 08:30:00,2023-10-26,NO
NYSE,KVUE,Kenvue Inc.,2023,2,2023-07-20 07:30:00,2023-07-20,NO
NYSE,NUE,Nucor Corporation,2025,3,2025-10-21 10:00:00,2025-10-21,FUTURE
NYSE,NUE,Nucor Corporation,2025,2,2025-07-29 10:00:00,2025-07-29,YES
NYSE,NUE,Nucor Corporation,2025,1,2025-04-29 10:00:00,2025-04-29,YES
NYSE,NUE,Nucor Corporation,2024,4,2025-01-28 10:00:00,2025-01-28,YES
NYSE,NUE,Nucor Corporation,2024,3,2024-10-22 10:00:00,2024-10-22,YES
NYSE,NUE,Nucor Corporation,2024,2,2024-07-23 10:00:00,2024-07-23,YES
NYSE,NUE,Nucor Corporation,2024,1,2024-04-23 10:00:00,2024-04-23,YES
NYSE,NUE,Nucor Corporation,2023,4,2024-01-30 10:00:00,2024-01-30,NO
NYSE,NUE,Nucor Corporation,2023,3,2023-10-24 09:00:00,2023-10-24,NO
NYSE,NUE,Nucor Corporation,2023,2,2023-07-25 10:00:00,2023-07-25,NO
NYSE,NUE,Nucor Corporation,2023,1,2023-04-21 09:00:00,2023-04-21,NO
NYSE,NUE,Nucor Corporation,2022,4,2023-01-26 14:00:00,2023-01-26,NO
NYSE,NUE,Nucor Corporation,2022,3,2022-10-20 14:00:00,2022-10-20,NO
NYSE,NUE,Nucor Corporation,2022,2,2022-07-21 08:00:00,2022-07-21,NO
NYSE,NUE,Nucor Corporation,2022,1,2022-04-21 08:00:00,2022-04-21,NO
NYSE,NUE,Nucor Corporation,2021,4,2022-01-27 14:00:00,2022-01-27,NO
NYSE,NUE,Nucor Corporation,2021,3,2021-10-21 14:00:00,2021-10-21,NO
NYSE,NUE,Nucor Corporation,2021,2,2021-07-23 08:00:00,2021-07-23,NO
NYSE,NUE,Nucor Corporation,2021,1,2021-04-23 08:00:00,2021-04-23,NO
NYSE,NUE,Nucor Corporation,2020,4,2021-01-28 14:00:00,2021-01-28,NO
NYSE,NUE,Nucor Corporation,2020,3,2020-10-22 14:00:00,2020-10-22,NO
NYSE,NUE,Nucor Corporation,2020,2,2020-07-23 14:00:00,2020-07-23,NO
NYSE,NUE,Nucor Corporation,2020,1,2020-04-28 14:00:00,2020-04-28,NO
NYSE,NUE,Nucor Corporation,2019,4,2020-01-28 14:00:00,2020-01-28,NO
NYSE,NUE,Nucor Corporation,2019,3,2019-10-22 14:00:00,2019-10-22,NO
NYSE,NUE,Nucor Corporation,2019,2,2024-07-18 14:00:00,2024-07-18,NO
NYSE,NUE,Nucor Corporation,2019,1,2019-04-23 14:00:00,2019-04-23,NO
NYSE,NUE,Nucor Corporation,2018,4,2019-03-29 14:00:00,2019-03-29,NO
NYSE,BRO,"Brown & Brown, Inc.",2025,3,2025-10-27 08:00:00,2025-10-27,FUTURE
NYSE,BRO,"Brown & Brown, Inc.",2025,2,2025-07-29 08:00:00,2025-07-29,YES
NYSE,BRO,"Brown & Brown, Inc.",2025,1,2025-04-29 08:00:00,2025-04-29,YES
NYSE,BRO,"Brown & Brown, Inc.",2024,4,2025-01-28 08:00:00,2025-01-28,YES
NYSE,BRO,"Brown & Brown, Inc.",2024,3,2024-10-29 08:00:00,2024-10-29,YES
NYSE,BRO,"Brown & Brown, Inc.",2024,2,2024-07-23 08:00:00,2024-07-23,YES
NYSE,BRO,"Brown & Brown, Inc.",2024,1,2024-04-23 08:00:00,2024-04-23,YES
NYSE,BRO,"Brown & Brown, Inc.",2023,4,2024-01-23 08:00:00,2024-01-23,NO
NYSE,BRO,"Brown & Brown, Inc.",2023,3,2023-10-24 08:00:00,2023-10-24,NO
NYSE,BRO,"Brown & Brown, Inc.",2023,2,2023-07-25 08:00:00,2023-07-25,NO
NYSE,BRO,"Brown & Brown, Inc.",2023,1,2023-04-25 08:00:00,2023-04-25,NO
NYSE,BRO,"Brown & Brown, Inc.",2022,4,2023-01-24 08:00:00,2023-01-24,NO
NYSE,BRO,"Brown & Brown, Inc.",2022,1,2022-04-26 08:00:00,2022-04-26,NO
NYSE,BRO,"Brown & Brown, Inc.",2021,4,2022-01-25 08:00:00,2022-01-25,NO
NYSE,BRO,"Brown & Brown, Inc.",2021,3,2021-10-26 08:00:00,2021-10-26,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2025,3,2025-10-16 10:30:00,2025-10-16,FUTURE
NASDAQ,UAL,"United Airlines Holdings, Inc.",2025,2,2025-07-17 10:30:00,2025-07-17,YES
NASDAQ,UAL,"United Airlines Holdings, Inc.",2025,1,2025-04-16 10:30:00,2025-04-16,YES
NASDAQ,UAL,"United Airlines Holdings, Inc.",2024,4,2025-01-22 10:30:00,2025-01-22,YES
NASDAQ,UAL,"United Airlines Holdings, Inc.",2024,3,2024-10-16 10:30:00,2024-10-16,YES
NASDAQ,UAL,"United Airlines Holdings, Inc.",2024,2,2024-07-18 10:30:00,2024-07-18,YES
NASDAQ,UAL,"United Airlines Holdings, Inc.",2024,1,2024-04-17 22:30:00,2024-04-17,YES
NASDAQ,UAL,"United Airlines Holdings, Inc.",2023,4,2024-01-23 10:30:00,2024-01-23,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2023,3,2023-10-18 09:30:00,2023-10-18,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2023,2,2023-07-20 10:30:00,2023-07-20,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2023,1,2023-04-20 08:00:00,2023-04-20,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2022,4,2023-01-18 09:30:00,2023-01-18,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2022,3,2022-10-19 08:00:00,2022-10-19,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2022,2,2022-07-21 10:30:00,2022-07-21,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2022,1,2022-04-21 10:30:00,2022-04-21,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2021,4,2022-01-20 10:30:00,2022-01-20,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2021,3,2021-10-20 10:30:00,2021-10-20,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2021,2,2021-07-21 10:30:00,2021-07-21,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2021,1,2021-04-20 10:30:00,2021-04-20,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2020,4,2021-01-21 10:30:00,2021-01-21,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2020,3,2020-10-15 10:30:00,2020-10-15,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2020,2,2020-07-22 10:30:00,2020-07-22,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2020,1,2020-05-01 10:30:00,2020-05-01,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2019,4,2020-01-22 10:30:00,2020-01-22,NO
NASDAQ,UAL,"United Airlines Holdings, Inc.",2019,3,2019-10-16 10:30:00,2019-10-16,NO
